empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,creation_order,author
0,1,10.65909091,9.678118393,87,35,469,0,250,0,0.853658537,0,0.533049041,0,0,0,0,0,0,1,0,1,7,2,0,3,1,0,1,0.698795181,1,0.952380952,0,0,0,0,3,4,0,0,28,0.682926829,0,0,1,0,11,user12
0,1,12.22222222,8.941919192,114,46,550,0,97,0,0.810810811,0,0.176363636,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0.698795181,1,0.952380952,0,0,0,0,3,3,0,0,25,0.675675676,0,0,1,0,2,user12
0,1,13.57692308,12.15834166,255,40,1059,0,283,0,0.555555556,0,0.267233239,0,0,0,0,0,0,1,0,1,17,8,3,6,0,0,0,0.698795181,1,0.952380952,9,0.777777778,8.125,6.1875,1,5,1.333333333,1.037037037,43,0.597222222,0,0,1,0,2,user12
0,1,19.76190476,13.85,71,34,415,0,40,0,0.611111111,0,0.096385542,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0.698795181,1,0.952380952,0,0,0,0,3,2,0,0,11,0.611111111,0,0,0,0,3,user12
0,1,13.57692308,12.15834166,255,40,1059,0,283,0,0.555555556,0,0.267233239,0,0,0,0,0,0,1,0,1,17,8,3,6,0,0,0,0.698795181,1,0.952380952,9,0.777777778,8.125,6.1875,1,5,1.333333333,1.037037037,43,0.597222222,0,0,1,0,3,user12
0,1,19.13157895,18.17508772,257,50,1454,0,127,0,0.370967742,0,0.087345254,0,0,0,0,0,0,1,0,1,5,0,0,5,0,0,0,0.698795181,1,0.952380952,13,0,4.916666667,2.708333333,1,6,0.615384615,0.852071006,31,0.5,0,0,1,0,3,user12
0,1,18.38461538,8.261538462,72,43,478,0,61,0,0.72,0,0.127615063,3,0.428571429,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.698795181,1,0.952380952,0,0,0,0,3,3,0,0,14,0.56,1,0,0,0,4,user12
0,1,12.46835443,11.3229471,223,42,985,0,169,0,0.385714286,0,0.171573604,0,0,0,0,0,0,1,0,0,13,1,1,11,0,0,0,0.698795181,1,0.952380952,4,0,8.5,0.5,1,3,1,0.5,48,0.685714286,0,0,1,0,4,user12
0,1,14.02325581,11.56810631,118,38,603,0,197,0,0.769230769,0,0.326699834,0,0,0,0,0,0,1,0,1,7,3,1,3,0,0,0,0.698795181,1,0.952380952,0,0,0,0,3,5,0,0,25,0.641025641,0,0,1,0,4,user12
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698795181,0,0.952380952,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,user12
0,1,11.04761905,9.185714286,42,19,232,0,74,0,0.789473684,0,0.318965517,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0.698795181,1,0.952380952,0,0,0,0,3,3,0,0,10,0.526315789,0,0,0,0,5,user12
0,1,12.87323944,12.20744467,168,43,914,0,205,0,0.5,0,0.22428884,0,0,0,0,0,0,1,0,0,11,4,3,3,1,0,0,0.698795181,1,0.952380952,6,0.833333333,8.666666667,4.777777778,1,4,0.666666667,0.666666667,27,0.435483871,0,0,0,0,5,user12
0,1,7.3,8.077777778,11,10,73,0,10,0,0.428571429,0,0.136986301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.698795181,1,0.952380952,0,0,0,0,3,2,0,0,2,0.285714286,0,0,0,0,6,user12
0,1,14.05494505,13.10866911,286,55,1279,0,223,0,0.414634146,0,0.174354965,0,0,0,0,0,0,1,0,0,16,2,1,13,0,0,0,0.698795181,1,0.952380952,4,0,8.5,0.5,1,4,1,0.5,57,0.695121951,0,0,1,0,6,user12
0,1,13,10.57142857,29,17,195,0,49,0,0.615384615,0,0.251282051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.702380952,1,0.952380952,0,0,0,0,3,2,0,0,8,0.615384615,0,0,0,0,7,user12
0,1,18.84297521,16.9880854,359,35,2280,0,453,0,0.603603604,0,0.198684211,0,0,0,0,0,0,1,0,0,17,4,0,13,0,0,0,0.712643678,1,0.952380952,3,1,8.333333333,0.444444444,1,3,0.333333333,0.444444444,76,0.684684685,0,0,1,0,7,user12
0,1,18.88235294,12.90441176,45,22,321,0,19,0,0.142857143,0,0.059190031,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.712643678,1,0.952380952,1,1,6,0,1,2,1,0,4,0.285714286,0,0,0,0,8,user12
0,1,10.64285714,8.521978022,21,14,149,0,14,0,0.272727273,0,0.093959732,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.712643678,1,0.952380952,0,0,0,0,3,2,0,0,2,0.181818182,0,0,0,0,8,user12
0,1,19.5862069,16.20812808,77,34,568,0,27,0,0.217391304,0,0.047535211,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.712643678,1,0.952380952,4,0.25,3.5,0.75,1,4,0.75,0.375,6,0.260869565,0,0,0,0,8,user12
0,1,20.11764706,13.54779412,51,21,342,0,25,0,0.142857143,0,0.073099415,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.712643678,1,0.952380952,1,1,3,0,1,2,1,0,4,0.285714286,0,0,0,0,8,user12
0,1,13.64102564,14.06747638,99,25,532,0,72,0,0.290322581,0,0.135338346,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0.712643678,1,0.952380952,3,0,3,0,1,3,0,0,11,0.35483871,0,0,0,0,9,user12
0,1,12.88333333,12.41666667,123,43,773,0,99,0,0.468085106,0,0.128072445,0,0,0,0,0,0,1,0,1,5,2,0,3,0,0,0,0.712643678,1,0.952380952,5,0,5,2,1,3,0.6,0.48,23,0.489361702,0,0,0,0,9,user12
0,1,13.73809524,11.94947735,91,36,577,0,166,0,0.941176471,0,0.287694974,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0.712643678,1,0.952380952,0,0,0,0,3,2,0,0,22,0.647058824,0,0,0,0,9,user12
0,1,10.23076923,9.601214575,68,25,399,0,136,0,1.033333333,0,0.34085213,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.712643678,1,0.952380952,0,0,0,0,3,2,0,0,24,0.8,0,0,0,0,9,user12
0,1,17.1682243,15.76106507,363,47,1837,0,229,0,0.373626374,0,0.124659771,0,0,0,0,0,0,1,0,0,14,3,1,9,1,0,0,0.722222222,1,0.954545455,4,1,8.5,3,1,4,1.25,0.75,60,0.659340659,0,0,0,0,9,user12
0,1,12.40425532,14.30342276,97,30,583,0,283,0,0.947368421,0,0.48542024,0,0,0,0,0,0,1,0,1,7,2,1,3,1,0,0,0.722222222,1,0.954545455,4,0.25,10.25,3.375,1,3,1.5,0.5,22,0.578947368,0,0,0,0,1,user13
0,1,15.76666667,15.74494382,224,63,1419,73,121,48,0.776315789,1,0.136715997,0,0,0,0,0,0,1,0,1,10,4,0,6,0,0,0,0.717391304,1,0.954545455,7,0.142857143,7.142857143,4.204081633,2,4,0.857142857,0.489795918,43,0.565789474,0,0,0,0,10,user13
0,1,22.96666667,12.62413793,95,33,689,21,49,21,0.884615385,1,0.101596517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.717391304,1,0.954545455,0,0,0,0,3,2,0,0,21,0.807692308,0,0,0,0,10,user13
0,1,15.86363636,18.23995772,118,27,698,16,74,14,0.583333333,1,0.128939828,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.717391304,1,0.956521739,3,0,4,0,2,3,0,0,12,0.333333333,0,0,0,0,10,user13
0,1,17.13636364,13.94036697,326,85,1885,97,218,75,0.885416667,1,0.167108753,27,0.892857143,0.185185185,0.740740741,0.074074074,0,1,0,1,6,2,0,4,0,0,0,0.717391304,1,0.956521739,0,0,0,0,3,4,0,0,54,0.5625,0,0,1,1,12,user13
0,1,12.16666667,13.40909091,24,16,146,3,8,3,1,1,0.075342466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.717391304,1,0.956521739,0,0,0,0,3,2,0,0,3,0.428571429,0,0,0,0,12,user13
0,1,14.66666667,13.52380952,81,38,528,22,48,19,1.08,1,0.132575758,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,1,0.717391304,1,0.956521739,0,0,0,0,3,4,0,0,15,0.6,0,0,0,1,13,user13
0,1,23.08695652,15.13636364,89,35,531,17,94,16,0.727272727,1,0.209039548,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0.717391304,1,0.956521739,0,0,0,0,3,3,0,0,15,0.681818182,0,0,0,0,2,user13
0,1,21.45918367,20.76257101,381,121,2103,150,319,54,0.735632184,1,0.223014741,95,0.834862385,0,0.905263158,0.094736842,0,1,0,1,13,7,2,4,0,0,0,0.717391304,1,0.956521739,10,0.4,6.4,4.44,1,6,1.6,1,40,0.459770115,0,0,0,0,2,user13
0,1,23,18.86666667,65,31,368,12,92,8,0.642857143,1,0.282608696,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.717391304,1,0.956521739,0,0,0,0,3,2,0,0,10,0.714285714,0,0,0,0,3,user13
0,1,21.51546392,20.90818299,379,121,2087,149,319,53,0.73255814,1,0.224245328,94,0.834862385,0,0.904255319,0.095744681,0,1,0,1,13,7,2,4,0,0,0,0.717391304,1,0.956521739,10,0.4,5.2,2.68,1,6,1.6,1,39,0.453488372,0,0,0,0,3,user13
0,1,18.51470588,19.58977173,213,45,1259,33,136,26,0.716981132,1,0.134233519,1,0,1,0,0,1,1,0,0,5,0,0,5,0,0,0,0.717391304,1,0.956521739,10,0,3.4,0.64,1,4,0.4,0.64,24,0.452830189,0,0,0,0,3,user13
0,1,24.90322581,23.30014025,342,75,2316,99,283,56,0.933333333,1,0.164939551,81,0.952380952,0.037037037,0.864197531,0.098765432,0.012345679,1,0,1,12,8,0,4,0,0,0,0.717391304,1,0.956521739,6,0.166666667,38,0,3,5,0,0,52,0.693333333,0,0,0,0,4,user13
0,1,16.85714286,9.915343915,71,43,472,20,88,18,0.8,1,0.228813559,3,0.428571429,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.717391304,1,0.956521739,0,0,0,0,3,3,0,0,14,0.56,1,0,0,0,4,user13
0,1,14.96825397,15.82565284,206,36,943,60,153,37,0.865384615,1,0.225874867,0,0,0,0,0,0,1,0,0,10,0,0,10,0,0,0,0.717391304,1,0.956521739,4,0,6.5,1.75,1,5,1,0.5,35,0.673076923,0,0,0,0,4,user13
0,1,11.0273224,11.55464481,347,58,2018,341,276,129,0.974358974,1,0.305748266,0,0,0,0,0,0,1,0,1,33,15,9,4,5,0,0,0.717391304,1,0.956521739,7,0.857142857,21,21.42857143,2,3,0.571428571,0.653061224,68,0.435897436,0,0,0,0,5,user13
0,1,13.04081633,9.972363946,107,35,639,35,63,35,1.194444444,1,0.153364632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.709677419,1,0.956521739,0,0,0,0,3,2,0,0,32,0.888888889,1,0,0,0,5,user13
0,1,28.41176471,20.28627451,438,65,3864,154,512,126,0.954887218,1,0.172360248,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.709677419,1,0.956521739,1,0,5,0,1,3,1,0,94,0.706766917,0,0,0,0,6,user13
0,1,14.60869565,16.1575196,590,66,2688,148,406,98,0.823529412,1,0.20610119,4,1,1,0,0,1,1,0,0,25,3,0,22,0,0,0,0.709677419,1,0.956521739,4,0,7.5,1.75,2,5,1,0.5,91,0.594771242,0,0,0,0,6,user13
0,1,20.7826087,15.69565217,61,26,478,14,77,14,0.894736842,1,0.190376569,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.705263158,1,0.956521739,0,0,0,0,3,2,0,0,15,0.789473684,0,0,0,0,7,user13
0,1,16.67910448,18.22696667,330,43,2235,96,284,70,0.803571429,1,0.170022371,3,1,1,0,0,1,1,0,0,16,4,0,12,0,0,0,0.705263158,1,0.956521739,3,1,8.333333333,0.444444444,2,4,0.333333333,0.444444444,61,0.544642857,0,0,0,0,7,user13
0,1,23.16326531,10.54209184,170,63,1135,35,88,34,0.744680851,1,0.108370044,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.705263158,1,0.956521739,1,1,5,0,1,3,2,0,34,0.723404255,0,0,0,0,9,user13
0,1,15.06060606,18.32007576,85,37,497,17,50,11,0.592592593,1,0.134808853,0,0,0,0,0,0,1,0,0,4,1,1,2,0,0,0,0.708333333,1,0.956521739,4,0.25,5.75,1.75,2,3,0.75,0.375,9,0.333333333,0,0,0,0,9,user13
0,1,15,18.35714286,38,18,225,4,36,4,0.636363636,1,0.177777778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.708333333,1,0.956521739,1,1,4,0,2,2,0,0,4,0.363636364,0,0,0,0,9,user13
0,1,18.25,24.25,36,19,219,2,36,2,0.444444444,1,0.173515982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.708333333,1,0.958333333,1,1,4,0,2,2,1,0,2,0.222222222,0,0,0,0,9,user13
0,1,11.55555556,11.6928839,190,37,1040,0,455,0,0.793103448,0,0.4375,3,1,1,0,0,1,1,0,1,12,6,2,3,1,0,0,0.711340206,1,0.958333333,5,0.2,16.4,7.28,2,4,1.8,0.32,43,0.494252874,0,0,1,0,1,user14
0,1,10.42222222,10.65757576,84,33,469,0,177,0,1.027777778,0,0.377398721,5,1,1,0,0,0,1,0,1,3,0,0,3,0,0,0,0.714285714,1,0.958333333,0,0,0,0,3,3,0,0,22,0.611111111,0,0,0,0,1,user14
0,1,14.25925926,12.57407407,59,29,385,0,139,0,0.826086957,0,0.361038961,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.714285714,1,0.958333333,0,0,0,0,3,2,0,0,13,0.565217391,0,0,0,0,1,user14
0,1,13.37272727,14.25346122,257,67,1471,0,694,0,0.833333333,0,0.471787899,9,0.848484848,1,0,0,0.666666667,1,0,1,20,8,5,3,4,0,0,0.714285714,1,0.958333333,5,0.4,19.2,0.96,2,9,1,0,39,0.382352941,0,0,1,0,1,user14
0,1,11.5106383,14.52358927,98,27,541,0,129,0,0.648648649,0,0.23844732,3,1,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0.714285714,1,0.958333333,3,0,3.666666667,0.444444444,2,4,0,0,9,0.243243243,0,0,0,0,10,user14
0,1,13.48351648,14.67631258,203,56,1227,0,360,0,0.457831325,0,0.293398533,26,0.882352941,1,0,0,1,1,0,1,9,3,3,2,1,0,0,0.714285714,1,0.884615385,5,0,5.4,1.68,2,4,0.6,0.48,22,0.265060241,0,0,0,1,10,user14
0,1,16.29268293,13.74146341,102,41,668,0,177,0,0.941176471,0,0.26497006,1,1,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0.714285714,1,0.884615385,0,0,0,0,3,2,0,0,22,0.647058824,0,0,0,0,10,user14
0,1,15.66304348,14.13318204,247,57,1441,0,458,0,0.75,0,0.317834837,21,1,1,0,0,0.952380952,1,0,1,3,1,0,2,0,0,0,0.714285714,1,0.884615385,0,0,0,0,3,3,0,0,55,0.723684211,1,0,0,0,11,user14
0,1,6.111111111,8,8,8,55,0,10,0,0.8,0,0.181818182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.714285714,1,0.884615385,0,0,0,0,3,2,0,0,2,0.4,0,0,0,0,11,user14
0,1,9.943396226,11.86016241,262,39,1581,0,724,0,0.776119403,0,0.457938014,19,0.866666667,1,0,0,0.947368421,1,0,0,22,17,4,0,1,0,0,0.714285714,1,0.892857143,9,0.555555556,14.33333333,8.814814815,2,2,0.222222222,0.345679012,38,0.28358209,0,0,0,0,11,user14
0,1,14.39285714,11.38756614,65,31,403,0,94,0,0.708333333,0,0.23325062,3,0.909090909,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.714285714,1,0.892857143,0,0,0,0,3,2,0,0,13,0.541666667,0,0,1,1,12,user14
0,1,16.39583333,18.00930851,135,43,787,0,358,0,0.853658537,0,0.454891995,3,0.777777778,1,0,0,0.666666667,1,0,1,3,2,0,1,0,0,0,0.714285714,1,0.892857143,0,0,0,0,3,4,0,0,20,0.487804878,0,0,0,1,12,user14
0,1,13.90909091,15.17748918,37,23,306,0,33,0,0.5625,0,0.107843137,5,0.8,0.2,0.6,0.2,0.2,1,0,1,0,0,0,0,0,0,0,0.714285714,1,0.892857143,0,0,0,0,3,2,0,0,6,0.375,0,0,0,0,12,user14
0,1,16.03076923,16.12211538,165,72,1042,0,585,0,0.838709677,0,0.561420345,3,0.884615385,1,0,0,1,1,0,1,11,6,3,1,1,0,0,0.71,1,0.892857143,0,0,0,0,3,3,0,0,22,0.35483871,0,0,1,1,12,user14
0,1,11.125,10.19758065,58,36,356,0,132,0,0.785714286,0,0.370786517,0,0,0,0,0,0,1,0,1,4,0,0,1,2,0,1,0.71,1,0.892857143,0,0,0,0,3,4,0,0,12,0.428571429,0,0,0,1,13,user14
0,1,12.57017544,11.2998758,251,66,1433,0,507,0,0.528846154,0,0.35380321,35,0.928571429,1,0,0,0.885714286,1,0,1,11,4,0,5,2,0,0,0.715686275,1,0.896551724,3,0,11.33333333,8.444444444,2,4,2,0,49,0.471153846,0,0,1,1,13,user14
0,1,21.55072464,20.66048593,348,45,1487,0,463,0,0.78125,0,0.311365165,6,1,1,0,0,0.666666667,1,0,1,7,3,2,2,0,0,0,0.715686275,1,0.896551724,2,1,30,12,3,9,2,2,34,0.53125,0,0,1,0,2,user14
0,1,10,12.51282051,87,21,400,0,162,0,0.459459459,0,0.405,3,1,1,0,0,1,1,0,1,7,5,2,0,0,0,0,0.715686275,1,0.896551724,5,0.6,4.8,1.28,2,2,0.8,0.64,10,0.27027027,0,0,0,0,2,user14
0,1,16.4787234,17.57595516,230,68,1549,0,462,0,1.128571429,0,0.29825694,1,0.333333333,1,0,0,0,1,1,1,7,3,0,3,1,0,0,0.698113208,1,0.896551724,0,0,0,0,3,3,0,0,42,0.6,0,2,1,0,2,user14
0,1,12.27428571,17.45449038,791,101,4296,0,3765,0,0.993243243,0,0.876396648,153,0.797619048,0.150326797,0.836601307,0.013071895,0.071895425,1,1,1,62,41,6,15,0,0,0,0.700934579,1,0.896551724,12,0.454545455,27.45454545,32.11570248,2,8,1.333333333,0.777777778,128,0.432432432,0,4,1,0,2,user14
0,1,20.24324324,14.97222222,124,35,749,0,143,0,0.451612903,0,0.190921228,15,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0.700934579,1,0.896551724,0,0,0,0,3,2,0,0,25,0.806451613,0,0,0,0,3,user14
0,1,12.03030303,13.58806818,87,21,397,0,165,0,0.533333333,0,0.415617128,3,1,1,0,0,1,1,1,1,7,5,2,0,0,0,0,0.700934579,1,0.896551724,5,0.6,3.6,0.96,1,2,0.8,0.64,10,0.333333333,0,0,0,0,3,user14
0,1,13.072,13.97580645,293,63,1634,0,421,0,0.703703704,0,0.257649939,4,1,1,0,0,0.75,1,1,1,10,2,0,8,0,0,0,0.688073394,1,0.896551724,12,0,6.833333333,2.833333333,2,13,0.333333333,0.555555556,38,0.351851852,0,0,1,1,3,user14
0,1,12.53191489,11.90749306,93,37,589,0,226,0,0.863636364,0,0.383701188,3,0.5,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0.688073394,1,0.896551724,0,0,0,0,3,4,0,0,18,0.409090909,0,0,1,0,4,user14
0,1,17.44186047,18.07696567,99,39,750,0,234,0,0.815789474,0,0.312,3,1,1,0,0,1,1,1,1,6,2,2,2,0,0,0,0.688073394,1,0.896551724,0,0,0,0,3,5,0,0,13,0.342105263,0,0,0,1,4,user14
0,1,15.29032258,10.44516129,71,40,474,0,127,0,0.785714286,0,0.267932489,3,0.428571429,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0.688073394,1,0.896551724,0,0,0,0,3,3,0,0,16,0.571428571,1,0,0,0,4,user14
0,1,11.13483146,13.01532176,223,40,991,0,393,0,0.797468354,0,0.396569122,3,1,1,0,0,1,1,1,0,12,1,0,11,0,0,0,0.688073394,1,0.896551724,4,0,9.75,0.875,2,3,0.75,0.75,40,0.506329114,0,0,1,0,4,user14
0,1,9.835526316,12.69349076,270,55,1495,0,1053,0,0.880597015,0,0.704347826,3,1,1,0,0,1,1,1,1,18,9,3,3,3,0,0,0.688073394,1,0.896551724,7,0.857142857,16.85714286,14.6122449,2,3,0.857142857,0.734693878,52,0.388059701,0,0,0,1,5,user14
0,1,18,14.96875,276,79,1746,0,488,0,1.0625,0,0.279495991,23,0.846153846,0.391304348,0.565217391,0.043478261,0.173913043,1,1,1,6,1,1,4,0,0,0,0.688073394,1,0.896551724,0,0,0,0,3,5,0,0,64,0.8,1,0,0,1,5,user14
0,1,25.25433526,18.71205807,504,85,4369,0,1044,0,0.838709677,0,0.238956283,35,0.75,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0.688073394,1,0.896551724,1,0,5,0,1,3,1,0,109,0.703225806,1,0,0,0,6,user14
0,1,13.09920635,14.52550117,685,72,3301,0,1221,0,0.84375,0,0.369887913,30,0.794117647,0.4,0.6,0,0.2,1,1,0,32,7,2,23,0,0,0,0.688073394,1,0.896551724,4,0,9.75,0.875,2,4,0.75,0.75,108,0.482142857,0,0,1,0,6,user14
0,1,11.29032258,11.00322581,66,17,350,0,126,0,1,0,0.36,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.690909091,1,0.896551724,0,0,0,0,3,2,0,0,19,0.76,0,0,0,0,7,user14
0,1,15.57861635,16.93969429,415,41,2477,0,698,0,0.797202797,0,0.281792491,4,1,1,0,0,0.75,1,1,0,18,2,2,14,0,0,0,0.693693694,1,0.896551724,3,1,8.333333333,2.888888889,2,3,0.333333333,0.444444444,75,0.524475524,1,0,0,0,7,user14
0,1,12.35135135,14.2939652,154,42,914,0,174,0,0.580645161,0,0.190371991,3,1,1,0,0,1,1,1,1,3,1,1,1,0,0,0,0.693693694,1,0.896551724,6,0,4,0,2,4,0.5,0.5,16,0.258064516,0,0,0,1,8,user14
0,1,21.51485149,18.13821782,256,87,2173,0,800,0,0.720430108,0,0.368154625,24,0.925925926,1,0,0,0.958333333,1,1,1,12,3,1,3,5,0,0,0.696428571,1,0.896551724,0,0,0,0,3,3,0,0,55,0.591397849,0,0,1,1,8,user14
0,1,12.7,14.54137931,54,23,381,0,53,0,0.458333333,0,0.139107612,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.696428571,1,0.896551724,2,0,4,0,2,2,0,0,7,0.291666667,0,0,0,0,8,user14
0,1,11.66666667,14.60606061,19,15,140,0,22,0,0.444444444,0,0.157142857,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.696428571,1,0.896551724,1,1,5,0,2,2,0,0,2,0.222222222,0,0,0,0,9,user14
0,1,22.85964912,14.16510025,182,62,1303,0,271,0,0.711538462,0,0.207981581,8,0.916666667,1,0,0,0.875,1,1,1,1,0,0,1,0,0,0,0.696428571,1,0.896551724,1,1,7,0,2,3,2,0,39,0.75,0,0,0,0,9,user14
0,1,12.84615385,14.28947368,70,38,501,0,120,0,0.65625,0,0.239520958,4,1,1,0,0,0.75,1,1,1,2,1,0,1,0,0,0,0.696428571,1,0.896551724,3,0,7,3.333333333,2,3,0.666666667,0.444444444,8,0.25,0,0,0,1,9,user14
0,1,10.65,15.06578947,33,21,213,0,41,0,0.692307692,0,0.192488263,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.696428571,1,0.896551724,1,1,5,0,2,2,0,0,3,0.230769231,0,0,0,0,9,user14
0,1,11.90502793,12.41965351,401,79,2131,0,1026,0,0.863354037,0,0.481464101,2,1,1,0,0,0,1,1,1,32,16,4,7,5,0,0,0.704347826,1,0.896551724,10,0.3,15.7,6.64,2,4,1.4,0.48,84,0.52173913,0,0,0,0,1,user16
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.704347826,0,0.896551724,0,0,0,0,3,1,0,0,0,0,0,0,0,0,11,user16
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.704347826,0,0.896551724,0,0,0,0,3,1,0,0,0,0,0,0,0,0,11,user16
0,1,12.23076923,14.78221778,167,55,954,0,663,0,0.898550725,0,0.694968553,0,0,0,0,0,0,1,1,1,8,4,1,1,2,0,0,0.704347826,1,0.896551724,0,0,0,0,3,4,0,0,27,0.391304348,0,0,1,1,12,user16
0,1,10.02941176,10.11497326,57,27,341,0,122,0,0.821428571,0,0.357771261,1,1,1,0,0,1,1,1,1,2,0,0,2,0,0,0,0.704347826,1,0.896551724,0,0,0,0,3,2,0,0,13,0.464285714,0,0,0,1,12,user16
0,1,11.88505747,13.98302593,193,61,1034,0,355,0,0.985074627,0,0.343326886,0,0,0,0,0,0,1,1,1,6,2,2,2,0,0,0,0.704347826,1,0.896551724,1,1,6,0,2,4,1,0,26,0.388059701,0,0,1,1,12,user16
0,1,16.29090909,18.29323725,475,72,2688,0,893,0,0.881481481,0,0.332217262,2,1,1,0,0,0,1,1,1,17,6,1,9,1,0,0,0.692307692,1,0.896551724,12,0.5,11.58333333,8.777777778,2,9,1.416666667,0.486111111,68,0.503703704,0,0,1,1,2,user16
